time,n_waiting,n_busy
2224.5000,1,4
2226.0000,2,4
2227.5000,1,4
2229.0000,2,4
2230.5000,2,4
2232.0000,0,3
2233.5000,0,4
2235.0000,4,4
2236.5000,3,4
2238.0000,3,4
2239.5000,0,0
2241.0000,0,3
2242.5000,0,2
2244.0000,0,2
2245.5000,1,4
2247.0000,0,1
2248.5000,0,2
2250.0000,2,4
2251.5000,0,2
2253.0000,0,2
2254.5000,0,2
2256.0000,0,0
2257.5000,0,1
2259.0000,0,2
2260.5000,0,4
2262.0000,0,3
2263.5000,0,1
2265.0000,1,4
2266.5000,0,4
2268.0000,0,1
2269.5000,0,4
2271.0000,0,3
2272.5000,0,1
2274.0000,0,1
2275.5000,0,0
2277.0000,0,0
2278.5000,0,4
2280.0000,0,3
2281.5000,0,2
2283.0000,0,1
2284.5000,0,1
2286.0000,0,1
2287.5000,0,1
2289.0000,0,1
2290.5000,4,4
2292.0000,6,4
2293.5000,6,4
2295.0000,8,4
2296.5000,8,4
2298.0000,10,4
2299.5000,3,4
2301.0000,2,4
2302.5000,1,4
2304.0000,0,3
2305.5000,3,4
2307.0000,10,4
2308.5000,9,4
2310.0000,9,4
2311.5000,8,4
2313.0000,6,4
2314.5000,5,4
2316.0000,13,4
2317.5000,11,4
2319.0000,7,4
2320.5000,7,4
2322.0000,1,4
2323.5000,0,1
2325.0000,0,4
2326.5000,0,2
2328.0000,3,4
2329.5000,1,4
2331.0000,0,2
2332.5000,0,1
2334.0000,0,1
2335.5000,0,1
2337.0000,1,4
2338.5000,0,2
2340.0000,0,0
2341.5000,0,0
2343.0000,0,0
2344.5000,0,1
2346.0000,0,0
2347.5000,0,2
2349.0000,0,2
2350.5000,0,3
2352.0000,0,2
2353.5000,0,1
2355.0000,0,0
2356.5000,0,0
2358.0000,0,2
2359.5000,3,4
2361.0000,1,4
2362.5000,0,2
2364.0000,0,3
2365.5000,0,1
2367.0000,0,3
2368.5000,0,1
2370.0000,0,2
2371.5000,0,0
2373.0000,1,4
2374.5000,5,4
2376.0000,1,4
2377.5000,0,1
2379.0000,0,1
2380.5000,0,0
2382.0000,0,3
2383.5000,0,3
2385.0000,0,0
2386.5000,0,2
2388.0000,0,2
2389.5000,0,1
2391.0000,0,0
2392.5000,0,0
2394.0000,3,4
2395.5000,3,4
2397.0000,0,4
2398.5000,0,3
2400.0000,0,2
2401.5000,0,2
2403.0000,0,2
2404.5000,1,4
2406.0000,0,1
2407.5000,4,4
2409.0000,2,4
2410.5000,0,4
2412.0000,0,3
2413.5000,0,2
2415.0000,0,2
2416.5000,0,1
2418.0000,0,1
2419.5000,0,1
2421.0000,0,1
2422.5000,0,1
2424.0000,0,2
2425.5000,0,0
2427.0000,0,1
2428.5000,0,0
2430.0000,0,0
2431.5000,0,0
2433.0000,0,3
2434.5000,1,4
2436.0000,7,4
2437.5000,4,4
2439.0000,0,3
2440.5000,0,0
2442.0000,0,0
2443.5000,0,0
2445.0000,0,0
2446.5000,0,1
2448.0000,0,1
2449.5000,0,0
2451.0000,0,1
2452.5000,0,2
2454.0000,0,4
2455.5000,0,4
2457.0000,0,4
2458.5000,0,3
